"session_id","student_id","topic_id","game_mode","opponent_id","created_at","correct_answers","wrong_answers","total_questions","winner","time_taken","points"
"342","47","8","practice",,"2025-06-04 08:03:20.775414","11","10","10","true","87","2"
"343","43","8","practice",,"2025-06-04 08:03:26.532083","10","0","10","true","98","3"
"344","50","8","practice",,"2025-06-04 08:03:28.201058","10","4","10","true","122","2"
"345","39","8","practice",,"2025-06-04 08:03:36.220961","11","2","10","true","153","2"
"346","46","8","practice",,"2025-06-04 08:03:37.217533","11","4","10","true","129","2"
"347","42","8","practice",,"2025-06-04 08:03:38.288201","10","10","10","true","81","2"
"350","48","9","practice",,"2025-06-04 08:03:59.437368","10","6","10","true","115","2"
"351","45","8","practice",,"2025-06-04 08:03:59.700231","10","3","10","true","82","2"
"352","41","8","practice",,"2025-06-04 08:04:06.834637","10","5","10","true","77","2"
"354","40","8","practice",,"2025-06-04 08:04:12.794466","10","2","10","true","65","2"
"356","36","8","practice",,"2025-06-04 08:04:30.739512","11","1","10","true","87","2"
"358","38","8","practice",,"2025-06-04 08:04:44.467029","13","7","10","true","121","2"
"359","47","8","practice",,"2025-06-04 08:04:50.494267","10","0","10","true","115","3"
"360","49","9","practice",,"2025-06-04 08:04:56.930724","10","0","10","true","61","3"
"361","37","8","practice",,"2025-06-04 08:04:57.804958","13","14","10","true","80","2"
"362","42","8","practice",,"2025-06-04 08:05:05.102751","10","5","10","true","63","2"
"365","45","8","practice",,"2025-06-04 08:05:24.892449","10","8","10","true","82","2"
"367","50","8","practice",,"2025-06-04 08:05:33.440007","10","7","10","true","166","2"
"368","41","8","practice",,"2025-06-04 08:05:35.98384","10","6","10","true","112","2"
"370","46","8","practice",,"2025-06-04 08:05:48.131437","19","21","10","true","113","2"
"371","43","8","practice",,"2025-06-04 08:05:48.25975","10","3","10","true","144","2"
"372","30","8","practice",,"2025-06-04 08:05:49.226857","11","1","10","true","63","2"
"373","48","9","practice",,"2025-06-04 08:05:54.638074","10","1","10","true","127","2"
"374","36","8","practice",,"2025-06-04 08:05:59.908694","13","3","10","true","80","2"
"375","42","8","practice",,"2025-06-04 08:06:19.58581","10","3","10","true","63","2"
"376","49","8","practice",,"2025-06-04 08:06:21.236583","10","1","10","true","143","2"
"377","39","8","practice",,"2025-06-04 08:06:28.537058","10","0","10","true","228","3"
"378","37","8","practice",,"2025-06-04 08:06:31.658335","10","2","10","true","68","2"
"379","40","8","practice",,"2025-06-04 08:06:33.261098","10","0","10","true","42","3"
"380","38","8","practice",,"2025-06-04 08:06:47.293882","10","4","10","true","104","2"
"381","45","8","practice",,"2025-06-04 08:06:48.601002","10","10","10","true","90","2"
"383","47","8","practice",,"2025-06-04 08:07:09.496879","11","9","10","true","143","2"
"385","30","8","practice",,"2025-06-04 08:07:20.001493","10","0","10","true","65","3"
"386","36","8","practice",,"2025-06-04 08:07:23.804679","11","3","10","true","74","2"
"387","42","8","practice",,"2025-06-04 08:07:25.162506","10","2","10","true","64","2"
"390","46","8","practice",,"2025-06-04 08:07:48.306604","10","1","10","true","111","2"
"392","37","8","computer","computer","2025-06-04 08:07:55.989372","12","16","15","true","62","5"
"393","48","8","practice",,"2025-06-04 08:08:13.700939","10","7","10","true","163","2"
"395","40","8","computer","computer","2025-06-04 08:08:18.963499","12","10","15","true","25","5"
"396","45","8","practice",,"2025-06-04 08:08:20.437825","12","13","10","true","84","2"
"397","43","8","computer","computer","2025-06-04 08:08:30.510441","15","1","21","true","109","5"
"400","36","8","computer","computer","2025-06-04 08:08:46.062171","13","1","17","true","77","5"
"402","50","8","computer","computer","2025-06-04 08:08:52.878218","10","4","17","true","120","3"
"403","30","8","computer","computer","2025-06-04 08:09:03.563105","14","10","19","true","75","5"
"404","40","8","computer","computer","2025-06-04 08:09:04.706028","14","45","19","true","25","5"
"406","42","8","computer","computer","2025-06-04 08:09:19.301902","13","4","17","true","65","5"
"407","38","9","computer","computer","2025-06-04 08:09:27.946135","14","10","19","true","113","5"
"408","37","8","computer","computer","2025-06-04 08:09:33.438805","10","13","11","true","13","5"
"409","47","8","computer","computer","2025-06-04 08:09:41.407543","12","12","15","true","68","5"
"410","46","8","computer","computer","2025-06-04 08:09:48.188181","18","62","27","true","82","5"
"411","40","9","computer","computer","2025-06-04 08:09:49.751714","10","28","11","true","7","5"
"412","49","8","practice",,"2025-06-04 08:09:49.848074","10","0","10","true","150","3"
"413","37","8","computer","computer","2025-06-04 08:09:52.685537","11","10","13","true","33","5"
"414","40","9","computer","computer","2025-06-04 08:09:57.401638","12","9","15","true","10","5"
"415","45","8","computer","computer","2025-06-04 08:10:07.841653","14","12","19","true","60","5"
"417","36","9","computer","computer","2025-06-04 08:10:28.602855","14","15","19","true","96","5"
"418","37","9","computer","computer","2025-06-04 08:10:41.722868","12","26","15","true","20","5"
"420","42","8","computer","computer","2025-06-04 08:10:45.658283","14","15","19","true","44","5"
"421","40","9","computer","computer","2025-06-04 08:10:50.229606","11","20","13","true","10","5"
"423","37","9","computer","computer","2025-06-04 08:11:02.153205","10","22","11","true","12","5"
"424","43","8","computer","computer","2025-06-04 08:11:04.845483","16","5","23","true","100","5"
"425","39","8","computer","computer","2025-06-04 08:11:12.828829","9","0","12","true","120","3"
"426","47","8","computer","computer","2025-06-04 08:11:29.641541","13","25","17","true","57","5"
"427","42","8","computer","computer","2025-06-04 08:11:30.520202","10","30","11","true","11","5"
"430","48","8","computer","computer","2025-06-04 08:11:58.106714","11","11","13","true","98","5"
"431","40","9","computer","computer","2025-06-04 08:12:04.3477","10","50","11","true","27","5"
"432","42","9","computer","computer","2025-06-04 08:12:09.416991","15","33","21","true","36","5"
"434","45","9","computer","computer","2025-06-04 08:12:11.081791","11","20","13","true","20","5"
"435","46","9","computer","computer","2025-06-04 08:12:13.747094","15","31","21","true","42","5"
"436","41","9","computer","computer","2025-06-04 08:12:15.792332","18","9","27","true","106","5"
"437","38","9","computer","computer","2025-06-04 08:12:23.573021","14","38","19","true","28","5"
"439","37","9","computer","computer","2025-06-04 08:12:43.587378","10","22","11","true","13","5"
"440","40","9","computer","computer","2025-06-04 08:12:46.209919","13","47","17","true","37","5"
"441","42","9","computer","computer","2025-06-04 08:12:47.096714","11","20","13","true","39","5"
"444","37","9","computer","computer","2025-06-04 08:12:57.967275","11","18","13","true","22","5"
"445","49","9","computer","computer","2025-06-04 08:12:58.591145","18","7","27","true","86","5"
"446","36","8","computer","computer","2025-06-04 08:13:03.158105","18","14","27","true","109","5"
"447","30","9","computer","computer","2025-06-04 08:13:03.194067","10","31","11","true","13","5"
"448","43","9","computer","computer","2025-06-04 08:13:03.881818","12","21","15","true","44","5"
"449","50","8","computer","computer","2025-06-04 08:13:04.30486","10","24","11","true","18","5"
"450","50","8","computer","computer","2025-06-04 08:13:23.154454","12","22","15","true","43","5"
"452","47","9","computer","computer","2025-06-04 08:13:46.561569","10","32","11","true","13","5"
"453","48","8","computer","computer","2025-06-04 08:13:47.701244","13","5","17","true","117","5"
"455","47","9","computer","computer","2025-06-04 08:14:23.504995","1","3","3","false","120","0"
"456","43","9","pvp","47","2025-06-04 08:14:50.168704","32","46","55","true","120","5"
"457","47","9","pvp","43","2025-06-04 08:14:50.315283","22","48","55","false","104","0"
"458","40","9","pvp","42","2025-06-04 08:15:09.170459","6","22","23","true","120","5"
"459","42","9","pvp","40","2025-06-04 08:15:09.294709","16","27","23","true","40","7"
"460","45","9","computer","computer","2025-06-04 08:15:09.914535","10","25","11","true","12","5"
"461","30","9","pvp","37","2025-06-04 08:15:47.33386","28","63","47","true","75","7"
"462","37","9","pvp","30","2025-06-04 08:15:47.477179","18","32","47","false","75","0"
"464","39","9","practice",,"2025-06-04 08:15:58.073796","10","1","10","true","291","2"
"465","41","8","practice",,"2025-06-04 08:16:04.4984","11","21","10","true","53","2"
"466","45","9","computer","computer","2025-06-04 08:16:10.280582","10","20","11","true","12","5"
"467","46","9","pvp","49","2025-06-04 08:16:23.040276","6","18","8","true","120","5"
"469","38","8","pvp","36","2025-06-04 08:16:37.740423","16","21","37","false","120","0"
"470","36","8","pvp","38","2025-06-04 08:16:37.915802","20","17","37","true","120","5"
"471","45","8","computer","computer","2025-06-04 08:16:42.815546","10","14","11","true","6","5"
"472","41","8","practice",,"2025-06-04 08:16:59.496116","10","0","10","true","64","3"
"473","40","8","pvp","42","2025-06-04 08:16:59.873812","13","15","28","true","120","5"
"475","48","8","pvp","50","2025-06-04 08:17:02.38183","0","0","7","true","120","5"
"477","30","9","pvp","37","2025-06-04 08:17:10.859165","35","107","61","true","120","5"
"478","37","9","pvp","30","2025-06-04 08:17:11.058177","25","55","61","false","108","0"
"479","47","9","computer","computer","2025-06-04 08:17:12.670397","0","0","3","false","120","0"
"481","43","9","pvp","47","2025-06-04 08:17:23.479589","19","55","44","true","120","5"
"483","47","9","pvp","43","2025-06-04 08:17:23.651372","24","41","44","true","120","5"
"484","46","9","pvp","49","2025-06-04 08:17:30.358119","8","23","27","false","84","0"
"485","49","9","pvp","46","2025-06-04 08:17:30.461266","18","13","27","true","84","7"
"487","48","8","pvp","50","2025-06-04 08:17:47.24785","14","40","39","true","120","5"
"488","50","8","pvp","48","2025-06-04 08:17:47.363224","24","50","39","true","88","7"
"490","40","8","pvp","42","2025-06-04 08:18:33.951991","22","35","44","true","120","5"
"492","45","8","computer","computer","2025-06-04 08:18:57.797937","14","16","19","true","31","5"
"493","48","8","pvp","50","2025-06-04 08:19:55.99827","23","74","49","true","120","5"
"495","43","9","pvp","47","2025-06-04 08:20:07.184844","7","14","17","true","120","5"
"497","37","9","pvp","30","2025-06-04 08:20:07.568999","5","20","21","false","35","0"
"498","30","9","pvp","37","2025-06-04 08:20:07.712779","15","34","21","true","35","7"
"499","40","8","pvp","42","2025-06-04 08:20:11.558867","1","0","2","true","120","5"
"501","47","9","computer","computer","2025-06-04 08:20:31.487154","10","26","11","true","11","5"
"503","38","9","pvp","36","2025-06-04 08:20:36.968785","3","4","17","false","44","0"
"504","36","9","pvp","38","2025-06-04 08:20:37.095093","13","14","17","true","44","7"
"505","45","8","pvp","2","2025-06-04 08:20:46.04389","17","19","39","false","120","0"
"506","2","8","pvp","45","2025-06-04 08:20:46.177064","21","7","39","true","120","5"
"507","49","9","pvp","46","2025-06-04 08:21:12.401457","7","22","19","true","120","5"
"509","40","8","pvp","42","2025-06-04 08:21:17.49613","11","14","24","true","120","5"
"511","39","9","practice",,"2025-06-04 08:21:19.019945","11","2","10","true","218","2"
"512","37","9","pvp","49","2025-06-04 08:21:19.699128","11","34","33","false","52","0"
"513","49","9","pvp","37","2025-06-04 08:21:19.820986","21","56","33","true","52","7"
"515","47","9","computer","computer","2025-06-04 08:21:36.162147","10","15","11","true","10","5"
"516","43","8","pvp","47","2025-06-04 08:22:16.545849","22","20","44","true","120","5"
"517","47","8","pvp","43","2025-06-04 08:22:16.810896","21","23","44","false","120","0"
"520","38","9","computer","computer","2025-06-04 08:22:29.50082","10","31","11","true","7","5"
"521","42","9","computer","computer","2025-06-04 08:22:31.429443","7","15","11","true","120","3"
"522","48","8","pvp","50","2025-06-04 08:22:37.345536","7","38","20","true","120","5"
"523","38","9","computer","computer","2025-06-04 08:22:37.347355","10","27","11","true","8","5"
"525","49","8","computer","computer","2025-06-04 08:22:39.182195","12","20","15","true","20","5"
"526","45","8","pvp","2","2025-06-04 08:22:58.580049","15","19","30","true","120","5"
"527","2","8","pvp","45","2025-06-04 08:22:58.682766","14","4","30","false","120","0"
"528","40","8","pvp","49","2025-06-04 08:23:19.859926","22","34","43","true","120","5"
"529","49","8","pvp","40","2025-06-04 08:23:19.967377","20","21","43","false","120","0"
"530","49","8","computer","computer","2025-06-04 08:23:25.124748","10","46","11","true","15","5"
"531","41","8","pvp","2","2025-06-04 08:23:30.452473","15","19","26","true","120","5"
"532","2","8","pvp","41","2025-06-04 08:23:30.564177","10","2","26","false","120","0"
"533","36","8","pvp","37","2025-06-04 08:23:34.906356","16","38","38","true","120","5"
"535","49","8","computer","computer","2025-06-04 08:23:43.704262","10","22","11","true","8","5"
"537","48","8","pvp","50","2025-06-04 08:24:01.131529","11","39","33","true","120","5"
"538","50","8","pvp","48","2025-06-04 08:24:01.337205","21","89","33","true","77","7"
"539","49","9","computer","computer","2025-06-04 08:24:37.732827","12","38","15","true","20","5"
"540","43","8","pvp","47","2025-06-04 08:24:38.585696","23","19","38","true","120","5"
"541","47","8","pvp","43","2025-06-04 08:24:38.705492","14","14","38","false","120","0"
"542","49","9","computer","computer","2025-06-04 08:25:01.596862","11","26","13","true","19","5"
"545","49","9","computer","computer","2025-06-04 08:25:21.473808","13","39","17","true","28","5"
"546","37","9","practice",,"2025-06-04 08:25:22.394803","19","30","10","true","25","2"
"547","40","8","pvp","49","2025-06-04 08:25:30.624404","0","2","4","true","120","5"
"549","45","8","pvp","39","2025-06-04 08:25:33.327407","15","16","21","true","101","7"
"550","39","8","pvp","45","2025-06-04 08:25:33.441235","5","2","21","false","101","0"
"551","48","8","computer","computer","2025-06-04 08:25:40.357901","10","15","11","true","12","5"
"552","41","8","pvp","2","2025-06-04 08:25:45.7305","18","18","28","true","120","5"
"553","2","8","pvp","41","2025-06-04 08:25:45.85837","9","4","28","false","120","0"
"555","37","9","practice",,"2025-06-04 08:25:59.133157","11","10","10","true","31","2"
"556","42","9","computer","computer","2025-06-04 08:26:00.814581","11","20","13","true","22","5"
"557","38","9","pvp","30","2025-06-04 08:26:05.031514","13","21","17","true","120","5"
"558","30","9","pvp","38","2025-06-04 08:26:05.20809","3","22","17","false","28","0"
"559","48","8","computer","computer","2025-06-04 08:26:06.152696","10","13","11","true","15","5"
"560","49","8","practice",,"2025-06-04 08:26:17.673085","11","0","10","true","60","3"
"561","50","8","practice",,"2025-06-04 08:26:24.51992","19","28","10","true","44","2"
"562","37","9","practice",,"2025-06-04 08:26:31.308552","11","8","10","true","35","2"
"566","46","8","practice",,"2025-06-04 08:26:46.386597","18","43","10","true","55","2"
"567","42","9","practice",,"2025-06-04 08:26:46.972693","18","55","10","true","51","2"
"570","38","9","pvp","49","2025-06-04 08:26:54.797294","23","66","37","true","120","5"
"571","49","9","pvp","38","2025-06-04 08:26:54.898528","13","71","37","false","68","0"
"574","37","9","practice",,"2025-06-04 08:27:10.049291","11","3","10","true","45","2"
"576","50","8","practice",,"2025-06-04 08:27:13.493751","25","34","10","true","82","2"
"577","43","8","pvp","47","2025-06-04 08:27:25.972433","20","23","31","true","86","7"
"578","47","8","pvp","43","2025-06-04 08:27:26.087515","10","8","31","false","86","0"
"579","40","9","practice",,"2025-06-04 08:27:53.318119","10","4","10","true","34","2"
"581","45","8","pvp","39","2025-06-04 08:27:56.974041","17","22","25","true","117","7"
"582","39","8","pvp","45","2025-06-04 08:27:57.078033","7","3","25","false","117","0"
"583","37","9","practice",,"2025-06-04 08:27:57.24466","10","0","10","true","47","3"
"584","49","8","practice",,"2025-06-04 08:28:01.564492","10","5","10","true","43","2"
"585","42","9","practice",,"2025-06-04 08:28:04.409574","13","25","10","true","36","2"
"587","46","8","practice",,"2025-06-04 08:28:08.518749","10","0","10","true","63","3"
"588","41","8","pvp","2","2025-06-04 08:28:27.299954","20","36","42","false","120","0"
"589","2","8","pvp","41","2025-06-04 08:28:27.41566","21","7","42","true","120","5"
"591","48","8","practice",,"2025-06-04 08:28:34.11658","11","2","10","true","96","2"
"593","50","8","practice",,"2025-06-04 08:28:50.605101","22","60","10","true","22","2"
"595","38","9","computer","computer","2025-06-04 08:28:50.955553","10","43","11","true","9","5"
"596","42","9","practice",,"2025-06-04 08:28:54.060936","10","0","10","true","90","3"
"600","43","8","pvp","47","2025-06-04 08:29:13.104721","18","24","27","true","76","7"
"601","47","8","pvp","43","2025-06-04 08:29:13.234588","8","13","27","false","76","0"
"602","50","8","practice",,"2025-06-04 08:29:13.251362","21","40","10","true","18","2"
"603","37","9","practice",,"2025-06-04 08:29:15.95","10","8","10","true","86","2"
"604","30","8","computer","computer","2025-06-04 08:29:20.5241","13","23","17","true","30","5"
"605","40","9","practice",,"2025-06-04 08:29:22.84949","10","7","10","true","38","2"
"610","38","9","computer","computer","2025-06-04 08:30:10.664187","10","19","11","true","4","5"
"613","50","8","practice",,"2025-06-04 08:30:15.313652","20","46","10","true","27","2"
"644","2","9","computer","computer","2025-06-04 11:39:23.262615","11","13","13","true","53","5"
"646","2","8","pvp","49","2025-06-04 11:41:07.441528","1","1","5","true","120","5"
