detail_id,session_id,question_id,selected_answer,is_correct,response_time,created_at
3468,616,385,3,True,12,2025-06-04 08:30:38.741429
3496,616,402,4,True,18,2025-06-04 08:30:44.858395
3418,616,406,2,True,2,2025-06-04 08:30:28.740515
3420,616,407,3,True,4,2025-06-04 08:30:30.672122
3501,616,418,2,True,34,2025-06-04 08:31:00.693070
3500,616,442,2,True,32,2025-06-04 08:30:58.517570
3498,616,445,3,True,27,2025-06-04 08:30:53.816088
3502,616,460,2,False,36,2025-06-04 08:31:02.585495
3503,616,460,4,False,36,2025-06-04 08:31:03.160243
3504,645,235,2,False,2,2025-06-04 11:40:34.113879
3505,645,235,1,False,4,2025-06-04 11:40:36.609616
3506,645,235,3,False,5,2025-06-04 11:40:37.258227
3507,645,235,4,True,6,2025-06-04 11:40:37.922398
3508,645,252,2,False,8,2025-06-04 11:40:40.268942
3509,645,252,4,True,9,2025-06-04 11:40:40.718122
3510,645,279,1,False,10,2025-06-04 11:40:42.130918
3511,645,279,3,False,10,2025-06-04 11:40:42.550506
3512,645,279,2,True,11,2025-06-04 11:40:43.206828
3519,648,260,1,False,5,2025-06-12 18:00:25.905322
3520,648,260,2,True,6,2025-06-12 18:00:26.527630
3517,648,262,2,True,4,2025-06-12 18:00:24.809464
3518,648,262,4,False,5,2025-06-12 18:00:25.082936
3513,648,283,1,False,2,2025-06-12 18:00:22.459859
3514,648,283,3,False,2,2025-06-12 18:00:22.873639
3515,648,283,4,False,3,2025-06-12 18:00:23.303129
3516,648,283,2,True,3,2025-06-12 18:00:23.591272
